::ffff:47.241.185.192 - - [11/Sep/2021:17:42:50 +0000] "GET http://www.baidu.com/ HTTP/1.1" 404 33 "-" "curl/7.58.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:05:37 +0000] "GET /api/edu/student/getUnQualifiedSpecialRecord?studentId=6 HTTP/1.1" 200 590 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:05:37 +0000] "GET /api/edu/student/getUnQualifiedSpecialRecord?studentId=8 HTTP/1.1" 200 1149 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:05:38 +0000] "GET /api/edu/student/getUnQualifiedSpecialRecord?studentId=9 HTTP/1.1" 200 1149 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:05:38 +0000] "GET /api/edu/student/getUnQualifiedSpecialRecord?studentId=6 HTTP/1.1" 200 590 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:05:39 +0000] "GET /api/edu/student/getUnQualifiedSpecialRecord?studentId=8 HTTP/1.1" 200 1149 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:05:39 +0000] "GET /api/edu/student/getUnQualifiedSpecialRecord?studentId=9 HTTP/1.1" 200 1149 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:06:09 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 32 "http://119.3.190.1/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:06:09 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:06:09 +0000] "GET /api/edu/organization/getSpecialRecordStudents HTTP/1.1" 200 613 "http://119.3.190.1/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:06:10 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [12/Sep/2021:08:19:25 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=8 HTTP/1.1" 200 575 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) 			Chrome/55.0.2883.95 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:08:43:07 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=8 HTTP/1.1" 200 575 "-" "PostmanRuntime/7.26.8"
::ffff:127.0.0.1 - - [12/Sep/2021:08:43:08 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=8 HTTP/1.1" 200 575 "-" "PostmanRuntime/7.26.8"
::ffff:127.0.0.1 - - [12/Sep/2021:08:43:08 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=8 HTTP/1.1" 200 575 "-" "PostmanRuntime/7.26.8"
::ffff:64.62.197.2 - - [12/Sep/2021:08:50:24 +0000] "GET / HTTP/1.1" 404 33 "-" "-"
::ffff:127.0.0.1 - - [12/Sep/2021:09:29:58 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=2 HTTP/1.1" 200 1087 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:30:48 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=2 HTTP/1.1" 200 1087 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:30:51 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=2 HTTP/1.1" 200 1087 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:30:52 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=2 HTTP/1.1" 200 1087 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:31:56 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=2 HTTP/1.1" 200 1087 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:36:31 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=2 HTTP/1.1" 200 1087 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:37:34 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=6 HTTP/1.1" 200 3078 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:37:34 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=6 HTTP/1.1" 200 3392 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:37:35 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=6&classId=6&relationId=45 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:37:35 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=6&classId=6&relationId=44 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:37:35 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=6&classId=6&relationId=43 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:37:36 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=6&relationId=43&classId=6 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:37:36 +0000] "GET /api/edu/teacher/getTeacherStudentsCourse?teacherId=6&relationId=43&classId=6 HTTP/1.1" 200 821 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:09:39:39 +0000] "GET /api/edu/student/getUnQualifiedScoresHistory?studentId=2 HTTP/1.1" 200 1087 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:10:51:30 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=6 HTTP/1.1" 200 3078 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:10:51:30 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=6 HTTP/1.1" 200 3392 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:10:51:30 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=6&classId=6&relationId=43 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:10:51:30 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=6&classId=6&relationId=45 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
::ffff:127.0.0.1 - - [12/Sep/2021:10:51:30 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=6&classId=6&relationId=44 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
